0	0	1
1	1	1
2	2	1
4	4	1
5	5	1
6	6	1
9	9	1
10	10	1
11	11	1
12	12	1
13	13	1
14	14	1
15	15	1
16	16	1
17	17	1
19	19	1
22	22	1
24	24	1
25	25	1
28	28	1
29	29	1
31	31	1
32	32	1
33	33	1
34	34	1
35	35	1
36	36	1
37	37	1
38	38	1
39	39	1
40	40	1
41	41	1
42	42	1
43	43	1
44	44	1
45	45	1
46	46	1
47	47	1
48	48	1
49	49	1
50	50	1
51	51	1
52	52	1
53	53	1
54	54	1
55	55	1
56	56	1
57	57	1
58	58	1
59	59	1
60	60	1
61	61	1
62	62	1
63	63	1
64	64	1
65	65	1
66	66	1
67	67	1
68	68	1
69	69	1
70	70	1
71	71	1
72	72	1
73	73	1
74	74	1
75	75	1
76	76	1
77	77	1
79	79	1
82	82	1
83	83	1
84	84	1
85	85	1
86	86	1
87	87	1
88	88	1
89	89	1
90	90	1
91	91	1
92	92	1
94	94	1
100	100	1
101	101	1
102	102	1
103	103	1
104	104	1
105	105	1
106	106	1
107	107	1
108	108	1
109	109	1
110	110	1
111	111	1
112	112	1
113	113	1
114	114	1
115	115	1
117	117	1
118	118	1
119	119	1
120	120	1
121	121	1
122	122	1
124	124	1
126	126	1
127	127	1
128	128	1
130	130	1
131	131	1
137	137	1
138	138	1
140	140	1
142	142	1
143	143	1
146	146	1
147	147	1
150	150	1
151	151	1
152	152	1
153	153	1
154	154	1
155	155	1
157	157	1
158	158	1
159	159	1
160	160	1
161	161	1
167	167	1
168	168	1
169	169	1
170	170	1
172	172	1
173	173	1
174	174	1
176	176	1
177	177	1
178	178	1
182	182	1
187	187	1
188	188	1
189	189	1
190	190	1
191	191	1
192	192	1
193	193	1
194	194	1
195	195	1
196	196	1
197	197	1
198	198	1
199	199	1
201	201	1
202	202	1
203	203	1
204	204	1
205	205	1
206	206	1
208	208	1
209	209	1
211	211	1
212	212	1
214	214	1
218	218	1
219	219	1
220	220	1
221	221	1
222	222	1
225	225	1
226	226	1
227	227	1
228	228	1
229	229	1
230	230	1
231	231	1
232	232	1
233	233	1
234	234	1
235	235	1
236	236	1
237	237	1
238	238	1
239	239	1
240	240	1
241	241	1
242	242	1
243	243	1
244	244	1
245	245	1
246	246	1
247	247	1
248	248	1
249	249	1
252	252	1
253	253	1
254	254	1
255	255	1
256	256	1
257	257	1
258	258	1
259	259	1
260	260	1
261	261	1
263	263	1
264	264	1
265	265	1
266	266	1
267	267	1
268	268	1
269	269	1
271	271	1
272	272	1
273	273	1
276	276	1
277	277	1
280	280	1
281	281	1
282	282	1
283	283	1
285	285	1
286	286	1
287	287	1
288	288	1
289	289	1
290	290	1
291	291	1
294	294	1
295	295	1
296	296	1
297	297	1
298	298	1
300	300	1
302	302	1
303	303	1
305	305	1
306	306	1
311	311	1
312	312	1
313	313	1
314	314	1
315	315	1
316	316	1
317	317	1
318	318	1
319	319	1
320	320	1
321	321	1
322	322	1
323	323	1
324	324	1
327	327	1
328	328	1
329	329	1
330	330	1
331	331	1
332	332	1
333	333	1
334	334	1
335	335	1
338	338	1
339	339	1
340	340	1
341	341	1
342	342	1
344	344	1
345	345	1
347	347	1
349	349	1
350	350	1
352	352	1
356	356	1
357	357	1
358	358	1
359	359	1
360	360	1
361	361	1
362	362	1
366	366	1
367	367	1
368	368	1
369	369	1
370	370	1
371	371	1
373	373	1
374	374	1
375	375	1
376	376	1
377	377	1
379	379	1
380	380	1
381	381	1
382	382	1
383	383	1
384	384	1
388	388	1
390	390	1
393	393	1
394	394	1
395	395	1
397	397	1
398	398	1
399	399	1
400	400	1
402	402	1
403	403	1
404	404	1
405	405	1
406	406	1
407	407	1
408	408	1
409	409	1
410	410	1
411	411	1
412	412	1
413	413	1
415	415	1
416	416	1
417	417	1
418	418	1
420	420	1
427	427	1
428	428	1
429	429	1
430	430	1
431	431	1
433	433	1
434	434	1
436	436	1
437	437	1
440	440	1
441	441	1
442	442	1
443	443	1
444	444	1
445	445	1
446	446	1
447	447	1
448	448	1
449	449	1
450	450	1
453	453	1
456	456	1
457	457	1
468	468	1
469	469	1
470	470	1
471	471	1
472	472	1
473	473	1
474	474	1
476	476	1
477	477	1
478	478	1
480	480	1
481	481	1
482	482	1
483	483	1
484	484	1
485	485	1
486	486	1
489	489	1
491	491	1
492	492	1
493	493	1
494	494	1
495	495	1
496	496	1
497	497	1
498	498	1
499	499	1
500	500	1
501	501	1
502	502	1
504	504	1
505	505	1
506	506	1
509	509	1
510	510	1
511	511	1
513	513	1
515	515	1
516	516	1
517	517	1
518	518	1
519	519	1
520	520	1
521	521	1
522	522	1
523	523	1
524	524	1
525	525	1
526	526	1
527	527	1
528	528	1
529	529	1
530	530	1
531	531	1
532	532	1
533	533	1
534	534	1
535	535	1
536	536	1
537	537	1
538	538	1
539	539	1
540	540	1
541	541	1
542	542	1
543	543	1
544	544	1
545	545	1
552	552	1
553	553	1
554	554	1
555	555	1
556	556	1
557	557	1
558	558	1
559	559	1
561	561	1
562	562	1
563	563	1
564	564	1
565	565	1
566	566	1
567	567	1
568	568	1
570	570	1
571	571	1
572	572	1
573	573	1
575	575	1
576	576	1
577	577	1
578	578	1
579	579	1
584	584	1
585	585	1
586	586	1
587	587	1
588	588	1
589	589	1
590	590	1
591	591	1
593	593	1
595	595	1
597	597	1
599	599	1
600	600	1
601	601	1
602	602	1
603	603	1
604	604	1
605	605	1
608	608	1
609	609	1
611	611	1
612	612	1
613	613	1
615	615	1
616	616	1
617	617	1
618	618	1
619	619	1
620	620	1
621	621	1
622	622	1
623	623	1
624	624	1
626	626	1
627	627	1
628	628	1
630	630	1
631	631	1
632	632	1
633	633	1
634	634	1
635	635	1
636	636	1
639	639	1
640	640	1
641	641	1
647	647	1
648	648	1
649	649	1
650	650	1
651	651	1
652	652	1
653	653	1
654	654	1
657	657	1
658	658	1
663	663	1
665	665	1
666	666	1
668	668	1
670	670	1
673	673	1
674	674	1
676	676	1
677	677	1
678	678	1
679	679	1
680	680	1
681	681	1
682	682	1
683	683	1
684	684	1
685	685	1
687	687	1
689	689	1
690	690	1
691	691	1
692	692	1
693	693	1
694	694	1
695	695	1
696	696	1
697	697	1
699	699	1
700	700	1
701	701	1
702	702	1
703	703	1
704	704	1
705	705	1
706	706	1
707	707	1
708	708	1
710	710	1
712	712	1
714	714	1
716	716	1
717	717	1
718	718	1
719	719	1
720	720	1
723	723	1
724	724	1
725	725	1
727	727	1
728	728	1
729	729	1
730	730	1
731	731	1
733	733	1
736	736	1
737	737	1
738	738	1
739	739	1
740	740	1
742	742	1
744	744	1
746	746	1
747	747	1
748	748	1
749	749	1
750	750	1
751	751	1
752	752	1
754	754	1
755	755	1
756	756	1
757	757	1
758	758	1
759	759	1
760	760	1
761	761	1
762	762	1
763	763	1
764	764	1
765	765	1
766	766	1
767	767	1
769	769	1
771	771	1
772	772	1
774	774	1
775	775	1
776	776	1
777	777	1
778	778	1
779	779	1
780	780	1
781	781	1
793	793	1
794	794	1
795	795	1
797	797	1
798	798	1
800	800	1
801	801	1
803	803	1
804	804	1
806	806	1
807	807	1
808	808	1
809	809	1
816	816	1
822	822	1
823	823	1
824	824	1
825	825	1
826	826	1
827	827	1
828	828	1
829	829	1
830	830	1
831	831	1
832	832	1
833	833	1
834	834	1
835	835	1
836	836	1
837	837	1
838	838	1
839	839	1
840	840	1
841	841	1
843	843	1
844	844	1
850	850	1
852	852	1
853	853	1
854	854	1
855	855	1
856	856	1
857	857	1
858	858	1
859	859	1
860	860	1
861	861	1
862	862	1
863	863	1
864	864	1
865	865	1
866	866	1
867	867	1
868	868	1
869	869	1
870	870	1
871	871	1
872	872	1
873	873	1
874	874	1
876	876	1
878	878	1
879	879	1
880	880	1
881	881	1
883	883	1
884	884	1
885	885	1
889	889	1
890	890	1
891	891	1
892	892	1
893	893	1
894	894	1
895	895	1
896	896	1
897	897	1
905	905	1
907	907	1
909	909	1
910	910	1
915	915	1
916	916	1
917	917	1
918	918	1
919	919	1
922	922	1
923	923	1
924	924	1
926	926	1
928	928	1
933	933	1
939	939	1
942	942	1
943	943	1
944	944	1
945	945	1
947	947	1
948	948	1
950	950	1
951	951	1
952	952	1
953	953	1
966	966	1
967	967	1
968	968	1
969	969	1
970	970	1
971	971	1
972	972	1
974	974	1
976	976	1
977	977	1
978	978	1
979	979	1
980	980	1
981	981	1
982	982	1
983	983	1
985	985	1
986	986	1
987	987	1
993	993	1
994	994	1
995	995	1
1011	1011	1
1014	1014	1
1016	1016	1
1017	1017	1
1018	1018	1
1019	1019	1
1020	1020	1
1021	1021	1
1022	1022	1
1025	1025	1
1026	1026	1
1027	1027	1
1028	1028	1
1029	1029	1
1032	1032	1
1033	1033	1
1034	1034	1
1035	1035	1
1036	1036	1
1037	1037	1
1038	1038	1
1039	1039	1
1044	1044	1
1045	1045	1
1046	1046	1
1047	1047	1
1048	1048	1
1049	1049	1
1050	1050	1
1051	1051	1
1052	1052	1
1053	1053	1
1054	1054	1
1055	1055	1
1057	1057	1
1058	1058	1
1059	1059	1
1060	1060	1
1061	1061	1
1062	1062	1
1063	1063	1
1064	1064	1
1065	1065	1
1066	1066	1
1067	1067	1
1069	1069	1
1070	1070	1
1071	1071	1
1072	1072	1
1073	1073	1
1074	1074	1
1075	1075	1
1076	1076	1
1085	1085	1
1087	1087	1
1092	1092	1
1093	1093	1
1094	1094	1
1095	1095	1
1096	1096	1
1097	1097	1
1098	1098	1
1099	1099	1
1100	1100	1
1101	1101	1
1102	1102	1
1104	1104	1
1105	1105	1
1109	1109	1
1110	1110	1
1111	1111	1
1112	1112	1
1115	1115	1
1116	1116	1
1117	1117	1
1118	1118	1
1119	1119	1
1120	1120	1
1123	1123	1
1124	1124	1
1125	1125	1
1126	1126	1
1127	1127	1
1130	1130	1
1133	1133	1
1135	1135	1
1137	1137	1
1138	1138	1
1139	1139	1
1140	1140	1
1141	1141	1
1143	1143	1
1144	1144	1
1145	1145	1
1146	1146	1
1148	1148	1
1149	1149	1
1150	1150	1
1151	1151	1
1153	1153	1
1154	1154	1
1156	1156	1
1158	1158	1
1159	1159	1
1161	1161	1
1172	1172	1
1173	1173	1
1175	1175	1
1176	1176	1
1177	1177	1
1179	1179	1
1185	1185	1
1187	1187	1
1188	1188	1
1189	1189	1
1190	1190	1
1191	1191	1
1192	1192	1
1196	1196	1
1197	1197	1
1198	1198	1
1199	1199	1
1200	1200	1
1201	1201	1
1202	1202	1
1203	1203	1
1205	1205	1
1206	1206	1
1215	1215	1
1218	1218	1
1219	1219	1
1220	1220	1
1221	1221	1
1224	1224	1
1225	1225	1
1226	1226	1
1227	1227	1
1228	1228	1
1229	1229	1
1230	1230	1
1231	1231	1
1232	1232	1
1233	1233	1
1234	1234	1
1235	1235	1
1237	1237	1
1238	1238	1
1239	1239	1
1240	1240	1
1241	1241	1
1242	1242	1
1243	1243	1
1244	1244	1
1245	1245	1
1246	1246	1
1247	1247	1
1248	1248	1
1249	1249	1
1250	1250	1
1251	1251	1
1252	1252	1
1253	1253	1
1254	1254	1
1258	1258	1
1259	1259	1
1260	1260	1
1261	1261	1
1262	1262	1
1263	1263	1
1264	1264	1
1266	1266	1
1267	1267	1
1268	1268	1
1269	1269	1
1270	1270	1
1271	1271	1
1272	1272	1
1274	1274	1
1279	1279	1
1280	1280	1
1281	1281	1
1284	1284	1
1286	1286	1
1287	1287	1
1289	1289	1
1290	1290	1
1291	1291	1
1292	1292	1
1293	1293	1
1297	1297	1
1298	1298	1
1299	1299	1
1300	1300	1
1301	1301	1
1302	1302	1
1303	1303	1
1304	1304	1
1306	1306	1
1307	1307	1
1308	1308	1
1310	1310	1
1311	1311	1
1312	1312	1
1313	1313	1
1314	1314	1
1315	1315	1
1316	1316	1
1317	1317	1
1318	1318	1
1319	1319	1
1320	1320	1
1321	1321	1
1322	1322	1
1323	1323	1
1324	1324	1
1325	1325	1
1326	1326	1
1328	1328	1
1329	1329	1
1333	1333	1
1334	1334	1
1335	1335	1
1336	1336	1
1337	1337	1
1338	1338	1
1339	1339	1
1340	1340	1
1341	1341	1
1342	1342	1
1343	1343	1
1344	1344	1
1345	1345	1
1346	1346	1
1347	1347	1
1348	1348	1
1351	1351	1
1353	1353	1
1354	1354	1
1356	1356	1
1357	1357	1
1358	1358	1
1360	1360	1
1369	1369	1
1370	1370	1
1371	1371	1
1372	1372	1
1373	1373	1
1380	1380	1
1381	1381	1
1382	1382	1
1383	1383	1
1384	1384	1
1385	1385	1
1386	1386	1
1387	1387	1
1388	1388	1
1389	1389	1
1390	1390	1
1391	1391	1
1392	1392	1
1393	1393	1
1394	1394	1
1396	1396	1
1397	1397	1
1398	1398	1
1399	1399	1
1401	1401	1
1402	1402	1
1403	1403	1
1404	1404	1
1405	1405	1
1408	1408	1
1409	1409	1
1410	1410	1
1411	1411	1
1412	1412	1
1413	1413	1
1414	1414	1
1415	1415	1
1416	1416	1
1418	1418	1
1419	1419	1
1420	1420	1
1421	1421	1
1422	1422	1
1423	1423	1
1424	1424	1
1426	1426	1
1427	1427	1
1428	1428	1
1429	1429	1
1432	1432	1
1433	1433	1
1434	1434	1
1436	1436	1
1437	1437	1
1438	1438	1
1439	1439	1
1440	1440	1
1441	1441	1
1442	1442	1
1443	1443	1
1444	1444	1
1445	1445	1
1446	1446	1
1447	1447	1
1448	1448	1
1449	1449	1
1450	1450	1
1451	1451	1
1452	1452	1
1453	1453	1
1454	1454	1
1455	1455	1
1456	1456	1
1457	1457	1
1458	1458	1
1459	1459	1
1460	1460	1
1461	1461	1
1462	1462	1
1463	1463	1
1464	1464	1
1465	1465	1
1466	1466	1
1467	1467	1
1468	1468	1
1470	1470	1
1471	1471	1
1473	1473	1
1478	1478	1
1480	1480	1
1482	1482	1
1484	1484	1
1487	1487	1
1488	1488	1
1490	1490	1
1491	1491	1
1492	1492	1
1493	1493	1
1494	1494	1
1495	1495	1
1496	1496	1
1497	1497	1
1503	1503	1
1504	1504	1
1505	1505	1
1506	1506	1
1507	1507	1
1509	1509	1
1514	1514	1
1515	1515	1
1516	1516	1
1518	1518	1
1519	1519	1
1520	1520	1
1521	1521	1
1522	1522	1
1523	1523	1
1524	1524	1
1525	1525	1
1526	1526	1
1527	1527	1
1533	1533	1
1534	1534	1
1535	1535	1
1536	1536	1
1537	1537	1
1538	1538	1
1539	1539	1
1540	1540	1
1541	1541	1
1542	1542	1
1543	1543	1
1544	1544	1
1545	1545	1
1548	1548	1
1549	1549	1
1550	1550	1
1551	1551	1
1552	1552	1
1553	1553	1
1554	1554	1
1555	1555	1
1556	1556	1
1557	1557	1
