331002,89.89
9,29.9
39,91.85
29,56.8
31,19.9
7,78.2
88,90.83
94,48.9
18,98.81
88,38.0
13,32.7
3,97.88
8,85.9
849,92.83
78,09.3
346,94.41
998,31.98
98,29.49
346,66.93
89,95.8
98,28.87
5,13.99
9,63.7
14,98.6
8,84.9
3,16.19
88,58.7
7,23.5
89,39.99
79,00.5
5,83.18
2,97.88
7,34.92
8,01.96
200482,39.16
8,86.7
98,78.2
8,28.8
9,82.3
1,75.69
598,72.8
38,69.99
1,92.44
8,30.32
94,74.87
8,58.97
72989,34.9
89879,98.9
2,34.8
5,90.9
897919,43.8
98,89.5
8,49.3
283,76.9
5,97.39
9,31.9
689,89.8
9,99.88
88,28.6
9,14.9
9,87.82
3,68.98
17,86.98
0,88.9
94,59.9
929,56.0
9,97.88
9,03.17
98,88.78
699,98.0
8,86.76
0,99.8
7,83.08
253890,88.9
886,69.46
6459,89.98
89,88.8
864,23.89
9,32.2
1,78.8
8,98.0
8158,89.49
9,04.2
8,87.60
799,73.49
79,89.87
859607,93.9
98,93.99
9,99.9
9,97.30
8,79.38
83,97.8
69,88.28
880,61.5
7,89.22
8,19.31
94,19.39
8,95.66
9,20.15
61,14.88
6,69.98
5,80.31
84,78.86
99,66.99
98,89.87
75,53.2
2,39.98
3,99.9
98,59.52
39,83.09
8992,60.2
88,99.6
29,87.4
8,88.0
475,68.9
8,36.53
10,18.7
8,48.4
9,19.9
9,67.8
9,96.2
8699,86.29
98,44.69
5,48.3
1,82.01
1,81.72
242,99.1
98,88.4
92,48.99
7,83.8
199,99.48
8,83.8
08,49.5
91217119,81.8
89888,88.9
8,88.2
6,38.0
2,08.19
8,70.8
1,25.89
68,29.5
858,19.50
86,78.82
8951,85.96
838,89.60
7,99.91
1,73.83
5988688,68.92
9,43.6
8,61.9
8,88.56
32,13.8
6,84.79
03,76.9
99,89.74
32,78.8
81,38.96
8,56.7
9199,79.8
98895,89.26
2,13.1
8,96.99
88,95.82
69,86.8
0,09.9
80782,39.9
888,88.62
41,28.9
4,59.8
9,08.4
4819,85.8
9191,86.78
97,98.3
029,95.78
92,86.94
9,28.9
94,99.9
49,88.05
88,98.9
1958958,93.8
7,99.88
9,68.6
9,89.5
0,19.9
4,88.2
3,97.9
989,08.4
8,80.81
7,99.68
9,89.9
289,92.79
7889,49.9
8,89.89
21,79.8
8,88.7
63,38.9
8,84.8
7,87.61
5,99.69
9059,76.95
89,98.1
7,43.28
0,29.98
1,27.85
9,92.33
2,88.11
8,98.8
7,68.9
7,56.84
86,98.82
2,97.74
8,71.8
9,12.5
3,58.01
4,28.88
22,83.5
72,99.97
27,69.3
80868,94.8
1808,54.89
9,98.83
288,29.7
7,86.88
1,88.89
597,98.9
5,96.6
5,89.18
7,98.4
98,59.4
9,89.59
99,02.8
7,28.59
0,58.9
8965,98.01
9,99.4
49,88.08
9,92.9
8,98.99
80,29.89
168,86.89
7,98.84
81,88.18
988,47.9
298,59.6
86,47.9
58,98.05
82,96.8
8,26.8
8,88.8
779,64.7
74,89.98
894,99.2
920865,92.8
3,05.99
4328,22.29
8,99.7
9,68.52
269,17.1
98,69.9
9509,85.1
8948,88.0
8,93.12
03,88.08
07,91.29
39288,81.6
1,89.3
4,88.99
978,28.82
04,49.9
6,89.8
92,88.2
08048,02.8
89,41.83
96,88.8
0,79.0
995,66.9
6,87.79
8,55.79
6,78.6
76,84.0
2,82.7
1,08.52
37,68.59
059,84.8
48,03.1
7886,88.99
5,28.30
804078,28.87
8,49.99
2,89.98
8,97.09
38,90.7
998,87.96
49044,66.3
86,06.87
058807,86.9
9,39.18
8,99.3
9,89.7
5,88.09
5,79.97
9,93.25
883,88.4
9,79.9
6,88.9
428981,99.28
3,82.8
48,87.88
2,78.99
01,29.89
99,49.8
888,19.99
87,68.89
8934,88.46
425578,49.8
9969,98.19
808,95.8
9,88.89
0,28.9
908,98.4
3,95.4
0,39.6
92,84.9
998929,89.31
588,80.45
01,78.9
5874,37.5
9,58.5
708,09.5
978,90.18
2994,88.2
4,35.93
78,92.86
89860,41.0
9805,98.88
8,69.5
9,88.29
8197,79.7
8,69.6
6,98.9
6,90.9
08,98.2
1,08.96
0199,00.6
74,98.9
0,94.8
00599,92.99
89,28.78
114993,98.18
9,18.41
148,96.94
7,28.07
6,82.4
269,89.9
5,49.81
994191292,84.89
9,19.89
891,73.38
5,88.83
63,88.3
08,37.59
95,48.4
481,37.99
17,98.94
961,59.0
8,32.81
78856,58.3
0,81.7
9891,96.99
8,99.55
560,55.55
9,77.8
9,09.85
43,15.7
73,09.91
8,14.9
7,03.5
91446,84.98
9,69.1
594,85.18
29,90.76
8,26.87
1,99.29
8,94.1
